loss,learning_rate,epoch,step,eval_loss,eval_accuracy_metric,eval_precision_metric,eval_recall_metric,eval_f1_metric,eval_matthews_correlation,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.1029,4.492939666238768e-06,0.96,744,,,,,,,,,,,,,,
0.0998,4.364569961489089e-06,0.96,745,,,,,,,,,,,,,,
0.1335,4.236200256739409e-06,0.96,746,,,,,,,,,,,,,,
0.076,4.10783055198973e-06,0.96,747,,,,,,,,,,,,,,
0.0934,3.979460847240052e-06,0.96,748,,,,,,,,,,,,,,
0.1497,3.8510911424903725e-06,0.96,749,,,,,,,,,,,,,,
0.1267,3.7227214377406936e-06,0.96,750,,,,,,,,,,,,,,
,,0.96,750,0.12101231515407562,0.9522165531147839,0.9522165531147839,0.9522165531147839,0.9522165531147839,0.268881167724816,260.5797,15.922,0.998,,,,,
0.2038,3.5943517329910142e-06,0.96,751,,,,,,,,,,,,,,
0.0583,3.4659820282413353e-06,0.97,752,,,,,,,,,,,,,,
0.2445,3.337612323491656e-06,0.97,753,,,,,,,,,,,,,,
0.0422,3.209242618741977e-06,0.97,754,,,,,,,,,,,,,,
0.021,3.080872913992298e-06,0.97,755,,,,,,,,,,,,,,
0.2661,2.952503209242619e-06,0.97,756,,,,,,,,,,,,,,
0.032,2.82413350449294e-06,0.97,757,,,,,,,,,,,,,,
0.0202,2.6957637997432606e-06,0.97,758,,,,,,,,,,,,,,
0.0815,2.5673940949935817e-06,0.97,759,,,,,,,,,,,,,,
0.0708,2.4390243902439027e-06,0.98,760,,,,,,,,,,,,,,
0.2098,2.3106546854942234e-06,0.98,761,,,,,,,,,,,,,,
0.1309,2.1822849807445445e-06,0.98,762,,,,,,,,,,,,,,
0.0669,2.053915275994865e-06,0.98,763,,,,,,,,,,,,,,
0.0797,1.9255455712451862e-06,0.98,764,,,,,,,,,,,,,,
0.2218,1.7971758664955071e-06,0.98,765,,,,,,,,,,,,,,
0.1079,1.668806161745828e-06,0.98,766,,,,,,,,,,,,,,
0.4455,1.540436456996149e-06,0.98,767,,,,,,,,,,,,,,
0.1262,1.41206675224647e-06,0.99,768,,,,,,,,,,,,,,
0.0287,1.2836970474967908e-06,0.99,769,,,,,,,,,,,,,,
0.1016,1.1553273427471117e-06,0.99,770,,,,,,,,,,,,,,
0.1914,1.0269576379974326e-06,0.99,771,,,,,,,,,,,,,,
0.0325,8.985879332477536e-07,0.99,772,,,,,,,,,,,,,,
0.0219,7.702182284980745e-07,0.99,773,,,,,,,,,,,,,,
0.2023,6.418485237483954e-07,0.99,774,,,,,,,,,,,,,,
0.0264,5.134788189987163e-07,0.99,775,,,,,,,,,,,,,,
0.3085,3.8510911424903727e-07,1.0,776,,,,,,,,,,,,,,
0.0733,2.5673940949935814e-07,1.0,777,,,,,,,,,,,,,,
0.0172,1.2836970474967907e-07,1.0,778,,,,,,,,,,,,,,
0.0085,0.0,1.0,779,,,,,,,,,,,,,,
,,1.0,779,,,,,,,,,,2479.3407,5.026,0.314,6433971638317056.0,0.3309959212332409
